species,larval,postlarval,juvenile-adult
other_pen,0.445335492,0.256517821,0.276540451
other_pen,0.381504254,0.21956588,0.265786993
other_pen,0.342713522,0.150663078,0.262108664
other_pen,0.310476897,0.391453219,0.260524711
other_pen,0.485738358,0.116508111,0.338699272
other_pen,0.362732917,0.245254766,0.286813472
other_pen,0.559142849,0.219780691,0.444755352
other_pen,0.243356355,0.174599132,0.381480579
other_pen,0.38084022,0.13512231,0.363474963
other_pen,0.321625923,0.225216275,0.313613395
other_pen,0.564674878,0.139199719,0.20678749
other_pen,0.28485518,0.224197869,0.313008015
other_pen,0.35896538,0.248167924,0.335504747
other_pen,0.42325137,0.194981706,0.330659617
other_pen,0.390711893,0.152928205,0.332126558
other_pen,0.402781723,0.185854424,0.234625297
other_pen,0.462497556,0.149520625,0.233027541
other_pen,0.527442585,0.117187957,0.205024648
other_pen,0.498468699,0.239475284,0.273818851
other_pen,0.386048692,0.231365608,0.270357715
other_pen,0.279261817,0.151725549,0.228760896
other_pen,0.353723165,0.3854098,0.169861493
other_pen,0.304445213,0.195201473,0.272779502
other_pen,0.341113696,0.165590829,0.403643949
other_pen,0.325884814,0.147925937,0.349284936
other_pen,0.370997964,0.115057485,0.281694184
other_pen,0.345227406,0.129332214,0.202632631
other_pen,0.235916032,0.09246068,0.181031955
other_pen,0.324581956,0.233179127,0.255093707
other_pen,0.337612895,0.167830052,0.255991072
other_pen,0.4301445,0.229865788,0.173641912
other_pen,0.296330001,0.184885909,0.206789306
other_pen,0.410483112,0.21651659,0.229078021
other_pen,0.392093877,0.07679882,0.279922681
other_pen,0.317583158,0.209019743,0.227623894
other_pen,0.380200559,0.135727622,0.265209964
other_pen,0.224221799,0.216500945,0.327691084
other_pen,0.344938204,0.17882146,0.361579636
other_pen,0.433522276,0.296585692,0.409221228
other_pen,0.508029981,0.152815494,0.426105983
other_pen,0.491617236,0.548461776,0.241124484
other_pen,0.327648539,0.207803891,0.302802679
other_pen,0.356737928,0.150353433,0.242918269
other_pen,0.288394115,0.09493466,0.403438944
other_pen,0.492366858,0.171581576,0.285587083
other_pen,0.24791292,0.125142442,0.355360933
other_pen,0.368352184,0.325528569,0.257053414
other_pen,0.335150693,0.101954533,0.251360443
other_pen,0.387084202,0.25300616,0.317264577
other_pen,0.22510721,0.116478161,0.262568436
other_pen,0.372243213,0.276326356,0.392889818
other_pen,0.339042297,0.117336955,0.300000649
other_pen,0.419111089,0.298494487,0.247301788
other_pen,0.364575549,0.130015054,0.331216975
other_pen,0.247715006,0.153232035,0.296658253
other_pen,0.360105562,0.223583498,0.428206082
other_pen,0.306456318,0.229163168,0.344116805
other_pen,0.20520117,0.112741812,0.211995905
other_pen,0.283726938,0.156722652,0.27355145
other_pen,0.27932801,0.232671692,0.237626611
other_pen,0.345942454,0.156832667,0.240302013
other_pen,0.243291261,0.155682934,0.266453799
other_pen,0.289129922,0.152351529,0.240045744
other_pen,0.367377498,0.263424194,0.24601244
other_pen,0.372236788,0.123959947,0.309485856
other_pen,0.249968332,0.069749646,0.23048224
other_pen,0.241109925,0.092951051,0.267154782
other_pen,0.376162767,0.185108729,0.379113467
other_pen,0.458424512,0.184123592,0.304522163
other_pen,0.379688609,0.207547062,0.388836428
other_pen,0.159609931,0.14160303,0.404346886
other_pen,0.273729976,0.155464998,0.282050322
other_pen,0.271634088,0.109729399,0.264372586
other_pen,0.328426988,0.189098755,0.631962762
other_pen,0.298832024,0.090937179,0.264337191
other_pen,0.297927619,0.114295562,0.267563262
other_pen,0.209004589,0.156218744,0.271572062
other_pen,0.223397746,0.216159726,0.281188009
other_pen,0.259152709,0.143747314,0.23375966
other_pen,0.224604222,0.192990264,0.260589073
other_pen,0.295469285,0.210501521,0.350323973
other_pen,0.524520874,0.067681464,0.317202822
other_pen,0.452208476,0.102952289,0.315070463
other_pen,0.42366659,0.096342908,0.314181542
other_pen,0.249202389,0.114161625,0.265731827
other_pen,0.51714818,0.13597549,0.255371468
other_pen,0.306879025,0.205754749,0.264890792
other_pen,0.324573668,0.188265713,0.314635005
other_pen,0.435599708,0.136460927,0.271718327
other_pen,0.347026753,0.192152394,0.378690361
other_pen,0.34052693,0.102852044,0.223023863
other_pen,0.166055817,0.217572835,0.22695246
other_pen,0.288627415,0.124343727,0.344042009
other_pen,0.577084863,0.179247872,0.349243583
other_pen,0.283195031,0.228727613,0.306339489
other_pen,0.287163199,0.105560586,0.271046905
other_pen,0.25744496,0.217116999,0.333381557
other_pen,0.241273694,0.262236671,0.206763773
other_pen,0.186335264,0.111549185,0.258929568
other_pen,0.428937928,0.191664088,0.365453952
other_pen,0.254573795,0.194499889,0.29002036
other_pen,0.278228449,0.137521049,0.267611419
other_pen,0.248918073,0.075834425,0.366066234
other_pen,0.267061618,0.19777357,0.189775233
other_pen,0.348138934,0.245983762,0.35681403
other_pen,0.27683494,0.139455517,0.208892584
other_pen,0.331143654,0.106568966,0.286635706
other_pen,0.322065182,0.154329121,0.288712866
other_pen,0.267477228,0.201951636,0.405569335
other_pen,0.465058031,0.176933448,0.34954188
other_pen,0.509931243,0.193762765,0.329946247
other_pen,0.177139102,0.132485905,0.316839617
other_pen,0.314963275,0.208156527,0.276936197
other_pen,0.302437332,0.14750445,0.479008447
other_pen,0.28455741,0.137461094,0.240099223
other_pen,0.494207084,0.208902575,0.271545053
other_pen,0.356356226,0.299545305,0.353056837
other_pen,0.268368828,0.160567748,0.254757909
other_pen,0.339217146,0.185066215,0.228496558
other_pen,0.296837077,0.220612747,0.276195182
other_pen,0.265927012,0.284851298,0.403176005
other_pen,0.269724935,0.135245946,0.249718329
other_pen,0.245169944,0.179274744,0.360522502
other_pen,0.383639369,0.232976682,0.223493803
other_pen,0.463731156,0.14240115,0.317733175
other_pen,0.384608177,0.159557085,0.31520529
other_pen,0.400314978,0.213593058,0.309205965
other_pen,0.337804946,0.247418546,0.335118475
other_pen,0.319595577,0.152367961,0.325022448
other_pen,0.323635313,0.163163658,0.265807923
other_pen,0.452395663,0.085640232,0.279300811
other_pen,0.200139512,0.150684664,0.286924282
other_pen,0.271257397,0.195693087,0.247951684
other_pen,0.284148922,0.121183773,0.307866079
other_pen,0.419777096,0.189757059,0.295298739
other_pen,0.218317748,0.200618314,0.356743022
other_pen,0.297974441,0.267728463,0.289576035
other_pen,0.509695586,0.217065025,0.27126309
other_pen,0.407766507,0.152823775,0.410021502
other_pen,0.195700395,0.230990601,0.390136973
other_pen,0.322955482,0.117425314,0.227763945
other_pen,0.390423877,0.110957928,0.199036019
other_pen,0.349351494,0.218356268,0.272208876
other_pen,0.235515652,0.099130037,0.179690622
other_pen,0.264765884,0.163326152,0.349665667
other_pen,0.160788701,0.17082443,0.296220879
other_pen,0.359408706,0.085184344,0.302800473
other_pen,0.266767134,0.148220884,0.27575241
other_pen,0.330640929,0.228759945,0.348616807
other_pen,0.412237992,0.222707746,0.323212624
other_pen,0.237381784,0.184950009,0.248413874
other_pen,0.40380721,0.11404576,0.396878535
other_pen,0.351250239,0.13916051,0.259615213
other_pen,0.382011024,0.131577235,0.302965891
other_pen,0.309680313,0.172988845,0.338116819
other_pen,0.418074094,0.242803799,0.319688122
other_pen,0.275585689,0.211283058,0.250633684
other_pen,0.223247338,0.158774356,0.36017853
other_pen,0.359929507,0.196525959,0.255171838
other_pen,0.303338221,0.136738953,0.263913629
other_pen,0.232095951,0.102211471,0.158250608
other_pen,0.348952682,0.255781891,0.30803161
other_pen,0.33672219,0.12765827,0.221299507
other_pen,0.322592223,0.116900074,0.280860598
other_pen,0.409621676,0.112444404,0.341859389
other_pen,0.314687444,0.177684226,0.34855947
other_pen,0.230754482,0.179011215,0.278526504
other_pen,0.331780819,0.17425965,0.245790551
other_pen,0.299160775,0.149534871,0.272363924
other_pen,0.630193218,0.165277901,0.304001621
other_pen,0.397902908,0.152564927,0.196111405
other_pen,0.457196339,0.21683572,0.219924232
other_pen,0.278523822,0.48464075,0.278577994
other_pen,0.334479782,0.117868941,0.274422031
other_pen,0.364475103,0.293584223,0.292195747
other_pen,0.27421641,0.111734265,0.183298083
other_pen,0.229822534,0.165367331,0.299812524
other_pen,0.42352024,0.131154277,0.262278486
other_pen,0.301029865,0.108285465,0.276008101
other_pen,0.383858758,0.358251811,0.336981856
other_pen,0.346846814,0.176869947,0.27035578
other_pen,0.223288677,0.061970068,0.214322016
other_pen,0.282962213,0.116596662,0.363767376
other_pen,0.763651252,0.252425515,0.22604625
other_pen,0.275306024,0.188822867,0.310904965
other_pen,0.33687652,0.244841149,0.258048104
other_pen,0.265960297,0.159864847,0.240556614
other_pen,0.221787214,0.276934387,0.28005717
other_pen,0.218689619,0.142678489,0.15116304
other_pen,0.266234368,0.098229564,0.250281455
other_pen,0.260370457,0.237468565,0.268645592
other_pen,0.251506105,0.157589209,0.305218256
other_pen,0.365984917,0.178726107,0.318857625
other_pen,0.183318299,0.234278043,0.183005979
other_pen,0.334166137,0.205414837,0.258718979
other_pen,0.406254344,0.175955076,0.327964965
other_pen,0.255095023,0.143150603,0.240719949
other_pen,0.281642755,0.136054593,0.322958094
other_pen,0.369250221,0.124489988,0.324558629
other_pen,0.365585692,0.282847301,0.297578242
other_pen,0.319424417,0.220733608,0.296609754
other_pen,0.576158864,0.418539069,0.217609905
other_pen,0.360864367,0.274795602,0.285764423
other_pen,0.29316246,0.268497434,0.278566599
other_pen,0.18543137,0.272708239,0.278209908
other_pen,0.315366733,0.146821955,0.32862839
other_pen,0.47151418,0.218083373,0.214026431
other_pen,0.272713863,0.158481178,0.210913885
other_pen,0.233519444,0.21804442,0.234373254
other_pen,0.458819176,0.170847993,0.275384817
other_pen,0.336019994,0.27071129,0.27805572
other_pen,0.239267643,0.11743236,0.31954961
other_pen,0.319151539,0.225647327,0.386144434
other_pen,0.238686667,0.146545916,0.378883631
other_pen,0.288823755,0.134202359,0.312119961
other_pen,0.352163521,0.269789962,0.405281704
other_pen,0.369092129,0.160252945,0.346434835
other_pen,0.303531174,0.192477509,0.343083111
other_pen,0.232788759,0.309896449,0.349487449
other_pen,0.294435839,0.25888026,0.247993186
other_pen,0.316880175,0.117121899,0.318834008
other_pen,0.324756117,0.077750456,0.257765097
other_pen,0.321095247,0.174724092,0.197134677
other_pen,0.520604061,0.140995828,0.276292929
other_pen,0.314575958,0.216333661,0.333069774
other_pen,0.205738698,0.151688788,0.292760179
other_pen,0.354201221,0.249165307,0.227527883
other_pen,0.363145431,0.115592627,0.362595018
other_pen,0.223139496,0.187677906,0.268678676
other_pen,0.270953759,0.107125441,0.317651748
other_pen,0.400797287,0.096525382,0.33187889
other_pen,0.273925763,0.21021995,0.224089257
other_pen,0.259876786,0.130951476,0.38608738
other_pen,0.351822922,0.15537538,0.371210131
other_pen,0.318588113,0.147940512,0.294452815
other_pen,0.177583428,0.146624616,0.184885066
other_pen,0.563089101,0.116959401,0.223542362
other_pen,0.392532625,0.191999043,0.322012305
other_pen,0.454433035,0.217315861,0.390030531
other_pen,0.341368759,0.154579191,0.285599946
other_pen,0.26869672,0.240254983,0.291041974
other_pen,0.332982352,0.126963439,0.318244125
other_pen,0.324016645,0.149627724,0.237949888
other_pen,0.227315647,0.182694922,0.393516483
other_pen,0.38111038,0.175406464,0.244892066
other_pen,0.261836722,0.258544642,0.301318724
other_pen,0.421854278,0.168808256,0.331409296
other_pen,0.575269753,0.119005289,0.283851726
other_pen,0.238967223,0.135201548,0.287218608
other_pen,0.484749427,0.107016088,0.278944192
other_pen,0.35410416,0.14672057,0.461428348
other_pen,0.391601495,0.197802593,0.318324517
other_pen,0.254736458,0.183436796,0.388239343
other_pen,0.41006236,0.15949079,0.296112479
other_pen,0.361006499,0.09943285,0.221500589
other_pen,0.314070694,0.160331329,0.218304662
other_pen,0.369176149,0.23069234,0.404875568
other_pen,0.374228412,0.124500993,0.261112342
other_pen,0.309562864,0.16137607,0.273129134
other_pen,0.463344491,0.194998895,0.277850971
other_pen,0.402114106,0.26060727,0.278251638
other_pen,0.279307144,0.22866689,0.234380664
other_pen,0.387239443,0.254303697,0.226693122
other_pen,0.386333055,0.191526548,0.215962238
other_pen,0.282151491,0.155480051,0.223828688
other_pen,0.3428012,0.179792128,0.354143061
other_pen,0.210938861,0.196186259,0.275927764
other_pen,0.240647648,0.073462771,0.285648863
other_pen,0.304846802,0.135259601,0.289208753
other_pen,0.335808979,0.19217401,0.294666987
other_pen,0.33354736,0.176694316,0.181565044
other_pen,0.255422,0.220535249,0.289886884
other_pen,0.457038077,0.229899562,0.24809199
other_pen,0.341012759,0.133811894,0.351843421
other_pen,0.236767081,0.149058457,0.328451208
other_pen,0.451861926,0.143408988,0.305892616
other_pen,0.262215642,0.221012809,0.219110317
other_pen,0.473056726,0.090300575,0.258750229
other_pen,0.442042954,0.141743471,0.309404053
other_pen,0.382319626,0.16895644,0.297564133
other_pen,0.299310749,0.250684518,0.211745106
other_pen,0.427747687,0.152004228,0.28227554
other_pen,0.249342421,0.150796657,0.297955238
other_pen,0.268239047,0.153607687,0.350858891
other_pen,0.23923621,0.116730388,0.272487256
other_pen,0.191424916,0.122899208,0.338149671
other_pen,0.302909263,0.200160734,0.311146112
other_pen,0.272846269,0.145450626,0.207653425
other_pen,0.205687951,0.185948962,0.330816182
other_pen,0.319648965,0.131712182,0.261768027
other_pen,0.183035418,0.213991255,0.311975338
other_pen,0.247177694,0.168599467,0.352846087
other_pen,0.307960665,0.148130531,0.212512555
other_pen,0.275415915,0.176372155,0.277254846
other_pen,0.295103423,0.148693157,0.322375478
other_pen,0.34285236,0.24112222,0.292275415
other_pen,0.343015433,0.121612145,0.322872603
other_pen,0.233238532,0.13364582,0.211516081
other_pen,0.360424342,0.232150611,0.402689991
other_pen,0.249756258,0.137592281,0.342351832
other_pen,0.386209032,0.301845414,0.557588504
other_pen,0.397818762,0.190210795,0.204762395
other_pen,0.468183282,0.11539106,0.267481447
other_pen,0.138732558,0.229792887,0.333467819
other_pen,0.128677673,0.156366051,0.267494541
other_pen,0.241116951,0.151236906,0.293091302
other_pen,0.308606561,0.110679128,0.297555225
other_pen,0.319643034,0.211005111,0.417012636
other_pen,0.525179909,0.150751169,0.3430816
other_pen,0.178133562,0.123497913,0.24855595
other_pen,0.449709745,0.137041765,0.199558658
other_pen,0.469421457,0.159351016,0.300379612
other_pen,0.257619479,0.257364598,0.217951656
other_pen,0.270123487,0.179432717,0.370009624
other_pen,0.372417915,0.213812014,0.36431146
other_pen,0.226971201,0.132065837,0.267258555
other_pen,0.267357012,0.246925248,0.201644445
other_pen,0.358941835,0.211300727,0.289190386
other_pen,0.352263775,0.143876621,0.304020501
other_pen,0.301020408,0.080392584,0.336648967
other_pen,0.298600104,0.205827006,0.284721183
other_pen,0.401721772,0.128437709,0.388739806
other_pen,0.320900571,0.222222112,0.218695666
other_pen,0.252352524,0.168074802,0.349482598
other_pen,0.331512731,0.095226851,0.335306948
other_pen,0.446367654,0.179533947,0.329078727
other_pen,0.303470681,0.210419368,0.278096763
other_pen,0.206044954,0.159519045,0.187043368
other_pen,0.506060318,0.238874453,0.254403158
other_pen,0.395939597,0.266352408,0.228686055
other_pen,0.410194011,0.221790888,0.287029402
other_pen,0.265290003,0.215854115,0.348565824
other_pen,0.240083613,0.193042846,0.237147653
other_pen,0.207354088,0.136238374,0.356720771
other_pen,0.342415632,0.113410325,0.250320394
other_pen,0.332770939,0.181560089,0.247024689
other_pen,0.272770348,0.08714603,0.366593071
other_pen,0.231493966,0.305357771,0.236233595
other_pen,0.315132601,0.146022618,0.260061567
other_pen,0.440669354,0.216734108,0.308422217
other_pen,0.210017325,0.392440779,0.299789194
other_pen,0.3406052,0.22591503,0.224405299
other_pen,0.261214769,0.300812475,0.284019925
other_pen,0.4708559,0.206278345,0.249376223
other_pen,0.415106421,0.210634274,0.381547562
other_pen,0.288781634,0.290212968,0.269590189
other_pen,0.271810069,0.314745003,0.350878485
other_pen,0.319516696,0.231176934,0.291893501
other_pen,0.313961651,0.161222755,0.240627959
other_pen,0.252348583,0.247284814,0.318838127
other_pen,0.470806095,0.109846751,0.305518558
other_pen,0.36271047,0.161199984,0.202103872
other_pen,0.323926786,0.099429419,0.330320501
other_pen,0.355510235,0.18949037,0.305587244
other_pen,0.272287098,0.2548991,0.295274457
other_pen,0.339125043,0.128633392,0.25927028
other_pen,0.355873876,0.144642091,0.231946711
other_pen,0.178791853,0.307874239,0.279377676
other_pen,0.295317325,0.117082304,0.205445109
other_pen,0.597054902,0.33992794,0.383917645
other_pen,0.347033242,0.153119916,0.210274435
other_pen,0.339942504,0.120117693,0.255855134
other_pen,0.360804983,0.265517879,0.343805832
other_pen,0.252788184,0.127711259,0.290138204
other_pen,0.465037328,0.194271711,0.296216741
other_pen,0.330005942,0.109565744,0.297455054
other_pen,0.238158323,0.387864115,0.281186205
other_pen,0.317186934,0.21995517,0.317054666
other_pen,0.386634002,0.151071118,0.23848394
other_pen,0.292057331,0.161390316,0.287831211
other_pen,0.331767671,0.229591154,0.197619602
other_pen,0.380731872,0.191247064,0.291079316
other_pen,0.42430874,0.165317344,0.355764934
other_pen,0.166376439,0.085578354,0.340322043
other_pen,0.314079374,0.158032741,0.320295463
other_pen,0.679683002,0.205689165,0.432697464
other_pen,0.238426242,0.180403856,0.266453711
other_pen,0.450110705,0.153351336,0.197226783
other_pen,0.425023137,0.169730595,0.202453917
other_pen,0.235103313,0.08951605,0.336021077
other_pen,0.347579836,0.136228451,0.426524905
other_pen,0.541277543,0.110745997,0.227821852
other_pen,0.544199459,0.185062739,0.443041628
other_pen,0.303272774,0.111676259,0.358231294
other_pen,0.24920659,0.193156374,0.297632379
other_pen,0.627746269,0.289409312,0.24133731
other_pen,0.316520879,0.248983027,0.26234837
other_pen,0.339783714,0.156475358,0.156484373
other_pen,0.352793564,0.242876525,0.37250911
other_pen,0.238893053,0.193466116,0.308249962
other_pen,0.358258802,0.124240317,0.349673389
other_pen,0.311842673,0.237455046,0.407358683
other_pen,0.197654466,0.158745914,0.284873845
other_pen,0.249682606,0.266456808,0.305899656
other_pen,0.256221263,0.15996458,0.203343016
other_pen,0.421297438,0.119042215,0.251321468
other_pen,0.354095598,0.119452431,0.291253595
other_pen,0.334014842,0.149901866,0.214665206
other_pen,0.228732451,0.237008659,0.223412902
other_pen,0.224301524,0.223381825,0.264001816
other_pen,0.284490701,0.219723506,0.26125443
other_pen,0.287771011,0.171502746,0.432231292
other_pen,0.338724753,0.255550855,0.251162742
other_pen,0.274198693,0.158794023,0.254344302
other_pen,0.244562672,0.185089934,0.223404862
other_pen,0.289702947,0.220890944,0.24054641
other_pen,0.260061032,0.122804595,0.232808469
other_pen,0.365955706,0.221821298,0.335921496
other_pen,0.499256952,0.151341052,0.206863085
other_pen,0.28237997,0.157414331,0.3075631
other_pen,0.292680862,0.206450526,0.305398683
other_pen,0.491229025,0.264461999,0.167094775
other_pen,0.384579415,0.166872172,0.298409364
other_pen,0.379075311,0.148034201,0.239101363
other_pen,0.196715635,0.123773381,0.278490339
other_pen,0.361781657,0.160345391,0.325333062
other_pen,0.218019762,0.217878242,0.19607706
other_pen,0.369489101,0.210457153,0.300592237
other_pen,0.228797799,0.144386187,0.20311283
other_pen,0.629958794,0.166096009,0.214739087
other_pen,0.391709171,0.185089535,0.334082946
other_pen,0.260143205,0.189242625,0.214055479
other_pen,0.398713611,0.28331051,0.357185482
other_pen,0.345040931,0.074299803,0.253961358
other_pen,0.405860539,0.112208742,0.29813378
other_pen,0.279513602,0.123212611,0.326430281
other_pen,0.339749853,0.129479371,0.27010537
other_pen,0.226816284,0.121367849,0.335817373
other_pen,0.408773113,0.161182177,0.376651486
other_pen,0.480996946,0.215554382,0.473515115
other_pen,0.359480898,0.199235678,0.338778199
other_pen,0.425292178,0.111224497,0.370957763
other_pen,0.39703568,0.172586645,0.418498926
other_pen,0.186553328,0.106996769,0.327281523
other_pen,0.430280339,0.263929578,0.192123153
other_pen,0.331298575,0.258978827,0.225935968
other_pen,0.430226371,0.1522187,0.287700174
other_pen,0.261554459,0.240259861,0.390221525
other_pen,0.250720987,0.394188812,0.293604712
other_pen,0.189655385,0.229136905,0.359845185
other_pen,0.23230514,0.172817368,0.261752947
other_pen,0.248664284,0.207158198,0.324819659
other_pen,0.185394317,0.291780051,0.280934049
other_pen,0.365755059,0.174545247,0.208428107
other_pen,0.267001467,0.131100786,0.223716738
other_pen,0.338487042,0.354590972,0.274943897
other_pen,0.329437039,0.158523902,0.307987899
other_pen,0.425989394,0.148589262,0.355232496
other_pen,0.419239072,0.30842731,0.305577302
other_pen,0.351608415,0.111593755,0.257325687
other_pen,0.314797467,0.220076739,0.278598695
other_pen,0.539297133,0.144391111,0.362022627
other_pen,0.372696464,0.154387003,0.337863517
other_pen,0.424295667,0.199345092,0.162733745
other_pen,0.287609092,0.181069454,0.225647621
other_pen,0.181121067,0.163363018,0.260732602
other_pen,0.376039254,0.255062541,0.378064743
other_pen,0.371565118,0.09690847,0.32901697
other_pen,0.240632918,0.206236199,0.255185145
other_pen,0.300108916,0.103028341,0.195929015
other_pen,0.491595583,0.120819929,0.261343096
other_pen,0.32876729,0.15676914,0.224418436
other_pen,0.176590316,0.194469375,0.28181696
other_pen,0.217446228,0.223070251,0.273092916
other_pen,0.287591311,0.290223298,0.322891837
other_pen,0.313253618,0.169486646,0.343831154
other_pen,0.334295632,0.156153955,0.222087857
other_pen,0.344523352,0.120015512,0.342276332
other_pen,0.371054383,0.230002587,0.312395906
other_pen,0.2795413,0.249036963,0.305095955
other_pen,0.234667902,0.25440737,0.309953329
other_pen,0.267289352,0.196164811,0.205894096
other_pen,0.62951012,0.143071143,0.257798982
other_pen,0.270119874,0.176324102,0.279106635
other_pen,0.415620189,0.13612022,0.289189205
other_pen,0.513581967,0.218980969,0.19580717
other_pen,0.268550069,0.198648431,0.198321845
other_pen,0.270588471,0.234869076,0.196876771
other_pen,0.197437281,0.17641968,0.374389175
other_pen,0.268861113,0.270153976,0.289779751
other_pen,0.32203897,0.135727811,0.457656094
other_pen,0.502769391,0.141780964,0.314752621
other_pen,0.302056268,0.350306535,0.252537081
other_pen,0.397603252,0.097654714,0.221058126
other_pen,0.471153365,0.170038543,0.181676855
other_pen,0.464503512,0.241202983,0.318178131
other_pen,0.462775164,0.171612705,0.228643172
other_pen,0.263625194,0.163862514,0.21824186
other_pen,0.136642157,0.140650638,0.325130856
other_pen,0.336612778,0.171093695,0.27425245
other_pen,0.612589257,0.189615674,0.253100695
other_pen,0.312872627,0.128519304,0.256542453
other_pen,0.364084999,0.16398654,0.257706567
other_pen,0.340129939,0.149916511,0.389062041
other_pen,0.220930224,0.210680134,0.245663221
other_pen,0.377024589,0.147281567,0.287875665
other_pen,0.331441743,0.185468356,0.25968182
other_pen,0.344299049,0.254206024,0.412262379
other_pen,0.335647506,0.131626628,0.245577698
other_pen,0.252500539,0.177868129,0.186523298
other_pen,0.262928224,0.373484922,0.318843632
other_pen,0.672830028,0.191716783,0.350741158
other_pen,0.425268224,0.137144179,0.327092085
other_pen,0.223324204,0.219077085,0.278143007
other_pen,0.249358577,0.201978909,0.329115948
other_pen,0.278989084,0.273986453,0.343421332
other_pen,0.217149004,0.2089303,0.23615294
other_pen,0.272749359,0.317247279,0.34002933
other_pen,0.35602473,0.291827444,0.385504656
other_pen,0.367944434,0.124510729,0.178867215
other_pen,0.317542404,0.240465356,0.284688743
other_pen,0.269843126,0.206014674,0.360106699
other_pen,0.267394942,0.150186498,0.370060857
other_pen,0.21042017,0.179619874,0.318998058
other_pen,0.381704599,0.196119828,0.250893993
other_pen,0.275163378,0.09695383,0.295625019
other_pen,0.268012794,0.219679894,0.432477189
other_pen,0.210398522,0.175220221,0.311218046
other_pen,0.207577721,0.108492683,0.246288037
other_pen,0.350078307,0.199579356,0.226061035
other_pen,0.313951445,0.119222417,0.321604829
other_pen,0.283736693,0.288077102,0.206370404
other_pen,0.328697199,0.202656109,0.288818374
other_pen,0.427357216,0.147119074,0.292140602
other_pen,0.433746861,0.16000681,0.239102245
other_pen,0.248505306,0.098114776,0.28025885
other_pen,0.347318107,0.202149401,0.323441213
other_pen,0.424082568,0.252444774,0.264351488
other_pen,0.306266953,0.183670837,0.224775363
other_pen,0.35058456,0.240224437,0.369653448
other_pen,0.375758049,0.126821777,0.242434861
other_pen,0.226966389,0.15669694,0.269038513
other_pen,0.332894103,0.252451857,0.299606846
other_pen,0.370278436,0.20256974,0.238546632
other_pen,0.174843901,0.10260298,0.378512744
other_pen,0.421118716,0.136816935,0.234942914
other_pen,0.269427252,0.269019805,0.223791658
other_pen,0.415789316,0.150545929,0.271470027
other_pen,0.281174357,0.1629692,0.316429108
other_pen,0.382853351,0.146957003,0.34672261
other_pen,0.307898366,0.231754953,0.183671732
other_pen,0.521762281,0.293247305,0.299853644
other_pen,0.408424904,0.139659953,0.3347155
other_pen,0.219691944,0.176252337,0.260110864
other_pen,0.372870739,0.22387035,0.18604971
other_pen,0.248114423,0.197160852,0.293674664
